part_number,supplier_code,supplier_part_number,supplier_cost,is_preferred
47TEAK322254,TWB,47TEAK322254,619.97,True
48-16312A46,MM,48-16312A46,390.64,True
48-39871,MM,48-39871,53.98,True
48-73140A45,MM,48-73140A45,137.03,True
48-77344A45,MM,48-77344A45,149.8,True
48-77346A45,MM,48-77346A45,149.8,True
48-816706A45,MM,48-816706A45,137.03,True
48-832828A45,MM,48-832828A45,160.23,True
48-857022A46,MM,48-857022A46,529.99,True
48-857026A46,MM,48-857026A46,529.99,True
48-896890A10,MM,48-896890A10,109.18,True
48-898990A46,MM,48-898990A46,529.99,True
48-898994A46,MM,48-898994A46,529.99,True
48-8M0084493,MM,48-8M0084493,175.33,True
48-8M0151229,MM,48-8M0151229,659.69,True
48-8M0151231,MM,48-8M0151231,659.69,True
48-8M0151234,MM,48-8M0151234,659.69,True
48-8M0151235,MM,48-8M0151235,659.69,True
48-8M0151239,MM,48-8M0151239,659.69,True
48-8M0151241,MM,48-8M0151241,659.69,True
48-8M0151253,MM,48-8M0151253,725.0,True
48-8M0182946,MM,48-8M0182946,1005.09,True
48-8M0182948,MM,48-8M0182948,1005.09,True
48-8M8026560,MM,48-8M8026560,176.22,True
48-BCOB,DD,48-BCOB,35.75,True
48-LGOB,DD,48-LGOB,35.75,True
48-TOB,DD,48-TOB,35.75,True
48/91CS,BDS,48/91CS,85.38,True
48000-96J16,SO,48000-96J16,1305.28,True
480266,BEN,480266,63.0,True
4810021,DM,4810021,11.47,True
481045,DM,481045,99.99,True
48121-92J00,SO,48121-92J00,65.2,True
481568,CB,481568,636.65,True
481809,CB,481809,133.6,True
481843,CB,481843,0.0,True
482002,DM,482002,70.12,True
482015,DM,482015,282.37,True
482115,DM,482115,105.89,True
482515,DM,482515,21.17,True
48258,CW,48258,8.78,True
482871,CB,482871,0.0,True
4830052,DM,4830052,104.64,True
4830059,DM,4830059,108.14,True
48321-87D03,SO,48321-87D03,15.94,True
48326-95E00,SO,48326-95E00,3.45,True
48330,CW,48330,47.35,True
48409,MM,48409,0.85,True
48493,CW,48493,33.75,True
48494,CW,48494,380.62,True
48570-95E01,SO,48570-95E01,116.68,True
48585-95E00,SO,48585-95E00,2.64,True
48588-94900,SO,48588-94900,3.3,True
48605-93J00,SO,48605-93J00,7.76,True
48610-93J01,SO,48610-93J01,134.2,True
48630-96J04,SO,48630-96J04,62.25,True
48630-98L02,SO,48630-98L02,38.95,True
48633-94900,SO,48633-94900,3.66,True
48691-93J00,SO,48691-93J00,4.27,True
48752T,MM,48752T,6.2,True
48775,ACE,48775,2.59,True
48801,ACE,48801,2.59,True
48861-92J01,SO,48861-92J01,7.26,True
48952,MM,48952,82.65,True
48GPC,TGP,48GPC,74.38,True
490.0440,SG,490.0440,68.3,True
490.0444,SG,490.0444,0.0,True
490.0474,SG,490.0474,0.0,True
490.2530,SG,490.2530,0.0,True
490.6004,SG,490.6004,44.2,True
490.6212,SG,490.6212,71.89,True
490109,CB,490109,0.3,True
49220,CW,49220,40.27,True
49312,CW,49312,66.94,True
493810,CB,493810,1.73,True
493841,CB,493841,1.84,True
49494,CW,49494,125.62,True
495268,DM,495268,45.58,True
495286,DM,495286,58.09,True
495751,CB,495751,0.0,True
495787,CB,495787,182.18,True
495788,CB,495788,182.18,True
496-943113317,LS,496-943113317,250.06,True
496-955114819,LS,496-955114819,343.02,True
496-RBX203,LS,496-RBX203,35.06,True
496-RBX203X,LS,496-RBX203X,57.62,True
4970135,DM,4970135,8.32,True
4970146,DM,4970146,4.79,True
4984,PMI,4984,12.12,True
498446,DM,498446,10.7,True
498448,DM,498448,12.17,True
498455,DM,498455,11.47,True
498479,DM,498479,6.71,True
498490,DM,498490,2.79,True
498526,DM,498526,3.14,True
498568,DM,498568,7.76,True
498586,DM,498586,6.92,True
498589,DM,498589,3.91,True
498590,DM,498590,3.07,True
498593,DM,498593,6.43,True
498595,DM,498595,10.28,True
498616,DM,498616,5.66,True
498617,DM,498617,5.66,True
498618,DM,498618,7.13,True
498653,DM,498653,7.34,True
498748,DM,498748,1.91,True
499089,DM,499089,3.07,True
499096,DM,499096,12.17,True
49964,CW,49964,1193.75,True
5,HP,5,0.0,True
5-3470,DM,5-3470,413.99,True
5-3500,DM,5-3500,413.99,True
5-3560,DM,5-3560,441.22,True
5-7937,DM,5-7937,385.49,True
50-03101,LS,50-03101,18.16,True
50-03121,LS,50-03121,17.35,True
50-05071,LS,50-05071,16.41,True
50-05481,LS,50-05481,11.92,True
50-09971,LS,50-09971,3.12,True
50-10841,LS,50-10841,6.27,True
50-10881,LS,50-10881,7.64,True
50-10961,LS,50-10961,9.33,True
50-11279,LS,50-11279,16.88,True
50-11286,LS,50-11286,17.83,True
50-11289,LS,50-11289,17.83,True
50-11404,LS,50-11404,11.28,True
50-11501,LS,50-11501,47.87,True
50-11641,LS,50-11641,17.55,True
50-11651,LS,50-11651,22.92,True
50-11701,LS,50-11701,5.18,True
50-12061,LS,50-12061,6.51,True
50-12141,LS,50-12141,11.35,True
50-12361,LS,50-12361,5.52,True
50-12671,LS,50-12671,3.64,True
50-12761,LS,50-12761,5.79,True
50-12771,LS,50-12771,6.46,True
50-13131,LS,50-13131,4.78,True
50-14501,LS,50-14501,29.93,True
50-14571,LS,50-14571,26.18,True
50-14611,LS,50-14611,41.74,True
50-15271,LS,50-15271,43.97,True
50-15301,LS,50-15301,39.78,True
50-15521,LS,50-15521,42.14,True
50-15543,LS,50-15543,46.17,True
50-15561,LS,50-15561,87.12,True
50-17831,LS,50-17831,158.23,True
50-18161,LS,50-18161,5.9,True
50-18191,LS,50-18191,13.43,True
50-18541,LS,50-18541,8.49,True
50-18661,LS,50-18661,33.82,True
50-19021,LS,50-19021,25.47,True
50-19531,LS,50-19531,57.46,True
50-19581,LS,50-19581,24.55,True
50-20911,LS,50-20911,7.36,True
50-20913,LS,50-20913,10.23,True
50-20914,LS,50-20914,9.03,True
50-20933,LS,50-20933,12.46,True
50-20934,LS,50-20934,8.3,True
50-20936,LS,50-20936,11.5,True
50-21981,LS,50-21981,17.68,True
50-23061,LS,50-23061,23.15,True
50-23351,LS,50-23351,7.61,True
50-23353,LS,50-23353,7.8,True
50-23354,LS,50-23354,0.78,True
50-23356,LS,50-23356,8.6,True
50-28351,LS,50-28351,18.37,True
50-28441,LS,50-28441,25.67,True
50-30141,LS,50-30141,52.61,True
50-32271,LS,50-32271,48.38,True
50-33641,LS,50-33641,12.02,True
50-33662,LS,50-33662,12.02,True
50-36971,LS,50-36971,5.03,True
50-38311,LS,50-38311,43.63,True
50-38351,LS,50-38351,46.46,True
50-39471,LS,50-39471,11.99,True
50-39511,LS,50-39511,16.81,True
50-39591,LS,50-39591,9.55,True
50-39721,LS,50-39721,5.07,True
50-39731,LS,50-39731,5.29,True
50-39781,LS,50-39781,5.29,True
50-39821,LS,50-39821,17.36,True
50-39831,LS,50-39831,5.07,True
50-39841,LS,50-39841,8.86,True
50-39851,LS,50-39851,8.3,True
50-39861,LS,50-39861,10.77,True
50-39871,LS,50-39871,12.89,True
50-40091,LS,50-40091,4.82,True
50-40101,LS,50-40101,5.88,True
50-40121,LS,50-40121,10.05,True
50-40231,LS,50-40231,6.52,True
50-40281,LS,50-40281,5.29,True
50-40291,LS,50-40291,4.98,True
50-40301,LS,50-40301,5.09,True
50-40321,LS,50-40321,7.32,True
50-40351,LS,50-40351,10.13,True
50-40401,LS,50-40401,11.67,True
50-40421,LS,50-40421,27.09,True
50-40461,LS,50-40461,17.93,True
50-40501,LS,50-40501,4.34,True
50-40921,LS,50-40921,8.33,True
50-40931,LS,50-40931,5.65,True
50-40961,LS,50-40961,5.65,True
50-41500,LS,50-41500,22.72,True
50-41720,LS,50-41720,23.61,True
50-41722,LS,50-41722,156.27,True
50-41861,LS,50-41861,34.41,True
50-42651,LS,50-42651,37.13,True
50-42780,LS,50-42780,48.12,True
50-44401,LS,50-44401,11.08,True
50-44900,LS,50-44900,15.34,True
50-44920,LS,50-44920,15.34,True
50-51211,LS,50-51211,19.59,True
50-51471,LS,50-51471,20.06,True
50-51481,LS,50-51481,20.06,True
50-51551,LS,50-51551,30.29,True
50-51561,LS,50-51561,38.49,True
50-52070,LS,50-52070,8.93,True
50-52191,LS,50-52191,34.14,True
50-52281,LS,50-52281,64.09,True
50-52341,LS,50-52341,25.31,True
50-52361,LS,50-52361,20.67,True
50-52461,LS,50-52461,21.51,True
50-52481,LS,50-52481,10.63,True
50-52501,LS,50-52501,17.49,True
50-52611,LS,50-52611,3.41,True
50-52651,LS,50-52651,33.92,True
50-52661,LS,50-52661,43.59,True
50-52701,LS,50-52701,51.2,True
50-53101,LS,50-53101,76.99,True
50-53201,LS,50-53201,64.04,True
50-53271,LS,50-53271,4.53,True
50-53273,LS,50-53273,4.83,True
50-57921,LS,50-57921,7.98,True
50-58061,LS,50-58061,9.53,True
50-59387,LS,50-59387,47.01,True
50-59388,LS,50-59388,53.06,True
50-59398,LS,50-59398,84.85,True
50-59401,LS,50-59401,84.84,True
50-60191,LS,50-60191,12.5,True
50-60201,LS,50-60201,15.92,True
50-60311,LS,50-60311,21.01,True
50-71050,LS,50-71050,35.19,True
50-71181,LS,50-71181,273.82,True
50-72051,LS,50-72051,5.11,True
50-72109,LS,50-72109,27.43,True
50-75841,LS,50-75841,7.96,True
50-77926,LS,50-77926,18.8,True
50-78036,LS,50-78036,6.17,True
50-78091,LS,50-78091,4.67,True
50-79151,LS,50-79151,27.29,True
50-79166,LS,50-79166,14.53,True
50-79271,LS,50-79271,37.62,True
50-79281,LS,50-79281,33.85,True
50-79490,LS,50-79490,2.53,True
50-806964A3,MM,50-806964A3,164.59,True
50-806964A4,MM,50-806964A4,166.23,True
50-808011A05,MM,50-808011A05,242.1,True
50-85370,LS,50-85370,38.75,True
50-85510,LS,50-85510,33.72,True
50-85740,LS,50-85740,15.54,True
50-863007A1,MM,50-863007A1,189.95,True
50-864340A2,MM,50-864340A2,125.0,True
50-86671,LS,50-86671,14.48,True
50-86744,LS,50-86744,17.93,True
50-86746,LS,50-86746,12.45,True
50-86984,LS,50-86984,18.77,True
50-892339T01,MM,50-892339T01,299.85,True
50-8M0090697,MM,50-8M0090697,219.95,True
50-8M0095471,MM,50-8M0095471,224.6,True
50-8M0142679,MM,50-8M0142679,212.15,True
50-8M0187292,MM,50-8M0187292,249.15,True
50-90310,LS,50-90310,1.1,True
50-90330,LS,50-90330,1.39,True
50-90350,LS,50-90350,2.27,True
50-90370,LS,50-90370,3.66,True
50-90391,LS,50-90391,12.2,True
50-90461,LS,50-90461,31.22,True
50-90561,LS,50-90561,31.86,True
50-90611,LS,50-90611,13.33,True
50-90651,LS,50-90651,17.05,True
50-95341,LS,50-95341,55.52,True
50-96881,LS,50-96881,7.85,True
50-96961,LS,50-96961,7.66,True
50-97341,LS,50-97341,86.21,True
50-98802,LS,50-98802,16.75,True
50-98803,LS,50-98803,20.3,True
50-98804,LS,50-98804,19.99,True
50-98806,LS,50-98806,20.3,True
50-98807,LS,50-98807,19.99,True
50-98808,LS,50-98808,19.99,True
50-98810,LS,50-98810,19.99,True
50-98811,LS,50-98811,19.99,True
50-98817,LS,50-98817,19.99,True
50-98819,LS,50-98819,19.99,True
50-98822,LS,50-98822,19.99,True
50-98823,LS,50-98823,20.3,True
50-98825,LS,50-98825,19.99,True
50-98826,LS,50-98826,19.99,True
50-98830,LS,50-98830,16.75,True
50-98832,LS,50-98832,16.75,True
500-11909P,LS,500-11909P,209.42,True
500-12741P,LS,500-12741P,344.8,True
500-405A02,LS,500-405A02,285.07,True
500-55604,LS,500-55604,215.2,True
500-55605,LS,500-55605,229.6,True
500-60000,LS,500-60000,25.84,True
500-604A02,LS,500-604A02,261.42,True
500-604A10,LS,500-604A10,261.42,True
500-605A05,LS,500-605A05,298.84,True
500-605WV,LS,500-605WV,166.38,True
500-77018P,LS,500-77018P,243.5,True
500005,BEN,500005,84.0,True
500106,BEN,500106,65.0,True
500106-1,BEN,500106-1,115.0,True
50040-92863-YAY,SO,50040-92863-YAY,2048.5,True
50040-92864-YAY,SO,50040-92864-YAY,2048.5,True
50040-92865-YAY,SO,50040-92865-YAY,2203.98,True
50040-92866-Y5S,SO,50040-92866-Y5S,2396.55,True
50040-96838-Y5S,SO,50040-96838-Y5S,2884.99,True
50040-96839-QTN,SO,50040-96839-QTN,2569.35,True
50040-96839-Y5S,SO,50040-96839-Y5S,3045.68,True
50040-96844-YAY,SO,50040-96844-YAY,2648.81,True
50040-96845-YAY,SO,50040-96845-YAY,2648.81,True
50040-96880-Y5S,SO,50040-96880-Y5S,3045.68,True
50058,CW,50058,54.99,True
50124,CW,50124,215.51,True
50185,CW,50185,129.99,True
50290,PMI,50290,6.8,True
5030071,BRP,5030071,1.0,True
5032323,BRP,5032323,6.0,True
503276BL,CB,503276BL,250.0,True
50400,CW,50400,15.96,True
505,PS,505,10.99,True
505-40248,LS,505-40248,234.97,True
505-41103,LS,505-41103,10.97,True
505-41303,LS,505-41303,10.97,True
505-41324,LS,505-41324,10.37,True
505-41383,LS,505-41383,13.2,True
505-41403,LS,505-41403,13.2,True
505-41483,LS,505-41483,11.95,True
505-41603,LS,505-41603,10.76,True
505-41724,LS,505-41724,9.42,True
505-41803,LS,505-41803,11.55,True
505-42224,LS,505-42224,10.99,True
505-42303,LS,505-42303,13.2,True
505-42403,LS,505-42403,14.37,True
505-43303,LS,505-43303,14.37,True
505-43434,LS,505-43434,11.85,True
505-43513,LS,505-43513,13.2,True
505-43613,LS,505-43613,12.93,True
505-43854,LS,505-43854,10.77,True
505-43923,LS,505-43923,14.52,True
505-44054,LS,505-44054,10.77,True
505-44113,LS,505-44113,13.2,True
505-44364,LS,505-44364,10.99,True
505-44554,LS,505-44554,10.99,True
505-44634,LS,505-44634,12.6,True
505-44723,LS,505-44723,13.2,True
505012,DM,505012,33.31,True
505168,DM,505168,116.61,True
505192,DM,505192,157.0,True
50527-ZY3-000,HP,50527-ZY3-000,6.89,True
50529-ZV5-000,HP,50529-ZV5-000,32.05,True
505303,DM,505303,100.23,True
505305,DM,505305,117.45,True
505339,DM,505339,127.67,True
505341,DM,505341,124.66,True
505350,DM,505350,127.74,True
505357,DM,505357,143.63,True
505400,DM,505400,159.8,True
505656,DM,505656,66.98,True
506266,DM,506266,36.6,True
506338,DM,506338,119.27,True
50785,CW,50785,64.19,True
50815,CW,50815,105.91,True
50947,CW,50947,78.51,True
5095247,MM,5095247,600.0,True
51-1293,SLF,51-1293,78.16,True
51-6325,SLF,51-6325,20.0,True
51-9108554387,LS,51-9108554387,127.59,True
51003,CW,51003,18.35,True
510693,CB,510693,2.11,True
510694,CB,510694,2.62,True
51110-96J00-0EP,SO,51110-96J00-0EP,478.58,True
51110-96J20-0EP,SO,51110-96J20-0EP,493.89,True
51110-96J21-0EP,SO,51110-96J21-0EP,540.31,True
51110-96J22-0EP,SO,51110-96J22-0EP,746.6,True
51110-96J23-0EP,SO,51110-96J23-0EP,765.63,True
51111-96J00-0EP,SO,51111-96J00-0EP,686.44,True
51115-90J00,SO,51115-90J00,8.16,True
51116-98L00,SO,51116-98L00,4.24,True
51117-87L00,SO,51117-87L00,11.63,True
511185,CB,511185,31.85,True
51120-98L00,SO,51120-98L00,112.1,True
51123-96J02,SO,51123-96J02,5.86,True
51123-96J10,SO,51123-96J10,7.36,True
51123-98L00,SO,51123-98L00,4.8,True
511333,CB,511333,73.88,True
511378,CB,511378,69.8,True
511378-EXTRA,CB,511378-EXTRA,0.0,True
511500,CB,511500,241.45,True
51152-98L00,SO,51152-98L00,8.16,True
51162-96J00,SO,51162-96J00,5.47,True
51170-98L00,SO,51170-98L00,6.24,True
512.0150,SG,512.0150,150.0,True
512.0154,SG,512.0154,0.0,True
512.0623,SG,512.0623,148.98,True
512.0623W,SG,512.0623W,0.0,True
512.0625,SG,512.0625,0.0,True
512.0719,SG,512.0719,0.0,True
512.0721,SG,512.0721,0.0,True
512030,DM,512030,129.63,True
51211-88L00,SO,51211-88L00,27.02,True
51211-89L00,SO,51211-89L00,47.41,True
51211-90J10,SO,51211-90J10,47.4,True
51211-96J00,SO,51211-96J00,49.34,True
513.0051,SG,513.0051,0.0,True
513.0054,SG,513.0054,0.0,True
514.1127W,SG,514.1127W,0.0,True
514.1131W,SG,514.1131W,0.0,True
51405,CW,51405,286.21,True
514114,DM,514114,86.38,True
51548,CW,51548,26.04,True
51813,CW,51813,28.57,True
519.0112,SG,519.0112,26.82,True
519AVE51,PH5,519AVE51,210.0,True
519DCL54,PH5,519DCL54,330.0,True
519HYP50,PH5,519HYP50,454.0,True
519OO,PH5,519OO,299.0,True
519SC,PH5,519SC,175.0,True
519X53,PH5,519X53,464.0,True
519XB,PH5,519XB,330.0,True
51Y-12119-00-00,YA,51Y-12119-00-00,3.77,True
52-8M0094479,MM,52-8M0094479,110.2,True
52070,CW,52070,30.26,True
52113-97L00,SO,52113-97L00,2.85,True
5215,DM,5215,50.49,True
52261,CW,52261,32.72,True
522806,DM,522806,27.29,True
522808,DM,522808,18.11,True
52281,CW,52281,191.18,True
522878,DM,522878,3.47,True
522889,DM,522889,3.95,True
522890,DM,522890,14.2,True
522905,DM,522905,4.97,True
522917,DM,522917,9.51,True
522929,DM,522929,10.63,True
522951,DM,522951,27.08,True
522955,DM,522955,9.72,True
522970,DM,522970,14.41,True
52615A1,MM,52615A1,7.32,True
52651,CW,52651,37.06,True
52661,CW,52661,9.9,True
52707Q,MM,52707Q,6.82,True
53-27290,MM,53-27290,0.6,True
53-38476,MM,53-38476,1.15,True
53-815949,MM,53-815949,2.75,True
53-87843,MM,53-87843,0.7,True
53-895304,MM,53-895304,2.85,True
53-8M0029306,MM,53-8M0029306,1.6,True
53-8M0071554,MM,53-8M0071554,1.5,True
53-8M0168885,MM,53-8M0168885,33.1,True
530-11139-00,EVG,530-11139-00,0.235,True
530-11159-00,EVG,530-11159-00,0.145,True
530-30042-00,EVG,530-30042-00,0.31,True
530-30073-00,EVG,530-30073-00,0.1133,True
53011,CW,53011,8.39,True
53013,MM,53013,2.33,True
531279,CB,531279,1341.3,True
5315081,DM,5315081,41.85,True
5315091,DM,5315091,36.98,True
5315106,DM,5315106,36.04,True
5315118,DM,5315118,36.64,True
53187,MM,53187,3.57,True
531928,DM,531928,23.37,True
53218,CW,53218,52.49,True
533124,DM,533124,30.16,True
533237,DM,533237,18.75,True
534680,DM,534680,42.69,True
534707,DM,534707,31.28,True
534746,DM,534746,40.94,True
534772,DM,534772,48.36,True
535178,DM,535178,52.21,True
535294,DM,535294,48.5,True
535306,DM,535306,10.14,True
536384,DM,536384,25.82,True
536396,DM,536396,26.59,True
536435,DM,536435,31.42,True
536512,DM,536512,25.12,True
537248,DM,537248,5.52,True
538047,DM,538047,49.69,True
538124,DM,538124,43.88,True
539645,DM,539645,15.53,True
53CARC500W,TWB,53CARC500W,0.0,True
53CARC556W,TWB,53CARC556W,0.0,True
53CARC596,TWB,53CARC596,0.0,True
53CARC597,TWB,53CARC597,0.0,True
53GIOI1193-T,TWB,53GIOI1193-T,147.99,True
53GIOI1239-B,TWB,53GIOI1239-B,0.0,True
53GIOI1248-B,TWB,53GIOI1248-B,0.0,True
53GIOI727,TWB,53GIOI727,950.3,True
53gioi1418-bW,TWB,53gioi1418-bW,0.0,True
54-415825,MM,54-415825,1.55,True
54-815504256,MM,54-815504256,8.15,True
54-815504280,MM,54-815504280,4.05,True
54-815504372,MM,54-815504372,8.25,True
54-850896,MM,54-850896,1.5,True
54-855697,MM,54-855697,1.25,True
54-888988001,MM,54-888988001,2.65,True
54-888988008,MM,54-888988008,2.45,True
54-888988011,MM,54-888988011,2.35,True
54-8M0028753,MM,54-8M0028753,3.7,True
54-8M0142585,MM,54-8M0142585,1.0,True
54-8M0187145,MM,54-8M0187145,2.55,True
54-8M0187146,MM,54-8M0187146,1.2,True
54-8M0204696,MM,54-8M0204696,1.3,True
54-8M0204719,MM,54-8M0204719,2.75,True
54-8M6000385,MM,54-8M6000385,1.15,True
54-8M6003156,MM,54-8M6003156,0.9,True
54-93313,MM,54-93313,1.4,True
54151-99J00,SO,54151-99J00,21.28,True
54167-99J01,SO,54167-99J01,23.72,True
542046,DM,542046,7.48,True
542097,DM,542097,5.17,True
54211,MM,54211,16.36,True
54211-90J01-0EP,SO,54211-90J01-0EP,94.37,True
54211-99J01-0EP,SO,54211-99J01-0EP,28.95,True
54211T,MM,54211T,46.95,True
542515,DM,542515,46.26,True
542530,DM,542530,47.45,True
543640,DM,543640,35.06,True
543998,DM,543998,93.51,True
544571,DM,544571,143.49,True
544646,DM,544646,94.42,True
54486,CW,54486,26.04,True
545028,DM,545028,4.89,True
545218,DM,545218,18.54,True
545410,DM,545410,41.85,True
54550,CW,54550,117.5,True
54552,CW,54552,117.5,True
54749,CW,54749,25.15,True
54844,PS,54844,12.99,True
5500066,DM,5500066,14.69,True
550049923,NAP,550049923,8.29,True
55020-87LV0-0EP,SO,55020-87LV0-0EP,1543.25,True
551.0251,SG,551.0251,500.4,True
55110-92J00-0EP,SO,55110-92J00-0EP,966.18,True
55110-92J01-Y5S,SO,55110-92J01-Y5S,695.14,True
55110-93J20-QTN,SO,55110-93J20-QTN,987.43,True
55110-93J20-Y5S,SO,55110-93J20-Y5S,1342.61,True
55122-98L00,SO,55122-98L00,39.25,True
55125-90J01,SO,55125-90J01,16.24,True
55125-98J00-0EP,SO,55125-98J00-0EP,81.31,True
55128-93J10,SO,55128-93J10,3.94,True
55128-93L00,SO,55128-93L00,8.65,True
553.1015,SG,553.1015,0.0,True
55320-94900,SO,55320-94900,26.9,True
55320-94910,SO,55320-94910,26.9,True
55320-95311,SO,55320-95311,5.43,True
55321-87J01,SO,55321-87J01,4.58,True
55321-87J10,SO,55321-87J10,5.95,True
55321-87J11,SO,55321-87J11,8.09,True
55321-90J01,SO,55321-90J01,5.9,True
55321-93J01,SO,55321-93J01,9.41,True
55321-93J50,SO,55321-93J50,5.65,True
55321-94910,SO,55321-94910,28.46,True
55487,CW,55487,22.49,True
555106,DM,555106,944.6,True
556209,DM,556209,1.81,True
55635,CW,55635,179.89,True
55768,CW,55768,119.99,True
55810,CW,55810,289.08,True
558885,DM,558885,3.63,True
559320,DM,559320,75.97,True
55973,CW,55973,9.95,True
55983,CW,55983,11.61,True
5599,NAP,5599,35.44,True
55990,CW,55990,8.14,True
55999,CW,55999,20.67,True
56-203,LS,56-203,41.19,True
56-8M0112941,MM,56-8M0112941,0.0,True
56000-ZW4-H19,HP,56000-ZW4-H19,1122.13,True
56032,CW,56032,322.49,True
56041,CW,56041,349.83,True
561-CS0032,LS,561-CS0032,16.11,True
561-HS0032,LS,561-HS0032,13.24,True
561-QS0032,LS,561-QS0032,16.17,True
561-TS0032,LS,561-TS0032,11.64,True
561-VS0032,LS,561-VS0032,13.63,True
56115-ZY9-023,HP,56115-ZY9-023,66.38,True
56120-92J01-0EP,SO,56120-92J01-0EP,281.97,True
56120-93J50-Y5S,SO,56120-93J50-Y5S,259.6,True
56120-93J70-Y5S,SO,56120-93J70-Y5S,297.5,True
56130-90J00,SO,56130-90J00,57.17,True
56130-93J02,SO,56130-93J02,61.22,True
561781,DM,561781,12.19,True
561887,DM,561887,24.92,True
561888,DM,561888,26.93,True
561889,DM,561889,21.5,True
561890,DM,561890,23.44,True
56381,CW,56381,19.97,True
56860-ZW4-H11,HP,56860-ZW4-H11,3.34,True
569-RB35,LS,569-RB35,289.82,True
57-60073,LS,57-60073,235.53,True
57-65607Q,MM,57-65607Q,16.6,True
57-862054Q,MM,57-862054Q,24.4,True
57-865615Q02,MM,57-865615Q02,54.55,True
57-865615Q03,MM,57-865615Q03,98.35,True
57-865615Q04,MM,57-865615Q04,73.85,True
57-880566Q14,MM,57-880566Q14,21.95,True
57-8M0026410,MM,57-8M0026410,44.4,True
57-8M0142251,MM,57-8M0142251,12.45,True
57-8M0218433,MM,57-8M0218433,14.05,True
57-8M0232583,MM,57-8M0232583,22.85,True
570061,DM,570061,147.27,True
570065,DM,570065,63.19,True
570070,DM,570070,63.03,True
57008,MM,57008,2.0,True
570630,DM,570630,32.33,True
570639,DM,570639,809.19,True
570654,DM,570654,65.02,True
57110-96J31,SO,57110-96J31,397.66,True
57110-98L00,SO,57110-98L00,296.99,True
57110-98L01,SO,57110-98L01,370.81,True
571252-1,PAX,571252-1,2.25,True
57130-87D10,SO,57130-87D10,25.49,True
57130-92J01,SO,57130-92J01,52.23,True
57133-93J00,SO,57133-93J00,8.16,True
57134-93J00,SO,57134-93J00,17.29,True
57180,CW,57180,49.97,True
574118,DM,574118,92.11,True
57586,CW,57586,979.45,True
57600-98812,SO,57600-98812,549.75,True
57610-87L00,SO,57610-87L00,251.95,True
57610-92J20,SO,57610-92J20,278.43,True
57610-93J00,SO,57610-93J00,330.98,True
57630-93L00,SO,57630-93L00,24.21,True
57632-93L11,SO,57632-93L11,45.12,True
576516,DM,576516,39.33,True
57685,CW,57685,41.24,True
578194,DM,578194,5.03,True
578205,DM,578205,39.82,True
578283,DM,578283,66.63,True
578306,DM,578306,32.61,True
578368,DM,578368,6.01,True
578369,DM,578369,12.52,True
578370,DM,578370,4.61,True
57900,CW,57900,79.91,True
57943,CW,57943,131.26,True
579630,DM,579630,4.47,True
580173,DM,580173,5.94,True
58049,CW,58049,188.87,True
58100-90L60-019,SO,58100-90L60-019,122.29,True
58100-91L40-019,SO,58100-91L40-019,111.46,True
58100-94500-019,SO,58100-94500-019,105.21,True
58131-ZV1-010,HP,58131-ZV1-010,2.79,True
58133,CW,58133,11.11,True
581859,DM,581859,34.63,True
581884,DM,581884,39.19,True
581923,DM,581923,54.0,True
582042,DM,582042,46.26,True
582088,DM,582088,31.95,True
582216,DM,582216,196.2,True
582222,DM,582222,269.56,True
582329,DM,582329,120.67,True
582349,DM,582349,65.02,True
582371,DM,582371,114.3,True
582381,DM,582381,271.8,True
582456,DM,582456,94.84,True
582458,DM,582458,115.28,True
58266,MM,58266,17.08,True
582660,DM,582660,59.7,True
582662,DM,582662,56.83,True
58417,CW,58417,49.97,True
58488,CW,58488,64.01,True
58640-98L00,SO,58640-98L00,22.68,True
58640-98L10,SO,58640-98L10,18.59,True
58641-98L00,SO,58641-98L00,22.42,True
58641-98L10,SO,58641-98L10,16.52,True
586555,DM,586555,36.3,True
58666,CW,58666,704.72,True
586666,DM,586666,6.85,True
586682,DM,586682,6.85,True
586757,DM,586757,8.99,True
586757-DUP,DM,586757-DUP,16.57,True
586769,DM,586769,8.99,True
586777,DM,586777,8.99,True
58677P,PMI,58677P,2.35,True
586783,DM,586783,8.99,True
587500,DM,587500,191.44,True
587906,DM,587906,43.25,True
588074-1,PAX,588074-1,15.27,True
589-GCP2,LS,589-GCP2,28.63,True
589-GEN5X1,LS,589-GEN5X1,73.62,True
589-GEN5X2,LS,589-GEN5X2,128.88,True
589-GENIUS10,LS,589-GENIUS10,96.29,True
589-GENPRO10X4,LS,589-GENPRO10X4,391.31,True
589-gb150,LS,589-gb150,256.31,True
58964,CW,58964,262.49,True
58973,CW,58973,22.49,True
590-6000,LS,590-6000,59.95,True
59002,CW,59002,2619.47,True
59078,MM,59078,23.65,True
59078Q3,MM,59078Q3,22.85,True
591.0109,SG,591.0109,723.9,True
591.0110,SG,591.0110,723.9,True
59178-97J00,SO,59178-97J00,1.35,True
59194,CW,59194,197.85,True
5929P,PMI,5929P,35.29,True
593706,DM,593706,34.34,True
593710,DM,593710,34.34,True
593990,DM,593990,28.2,True
59557,CW,59557,267.4,True
5960055,DM,5960055,147.44,True
5960148,DM,5960148,15.33,True
5960177,DM,5960177,20.99,True
5960178,DM,5960178,20.99,True
596316,DM,596316,13.44,True
59647,CW,59647,532.67,True
596523,DM,596523,25.96,True
596532,DM,596532,62.58,True
